,Track_ID,Track_Title,Track_Artist,Track_Popularity,Track_URL,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acoutsicness,Instrumentalness,Liveness,Valence,Tempo
2248,154p8jskWDYPjxLLKnbBRd,C U L8R,Arizona Zervas,41,https://p.scdn.co/mp3-preview/53b6b98404dce0ee9a25bf5af3784d161d4db881?cid=1346ad7fd5d14060af96cc4eaf61e382,0.639,0.765,10,-6.094,0,0.0566,0.108,0.0,0.112,0.526,86.538
2249,1cz61f96sBlapUOQHmLNFK,C'est La Vie,Peach Tree Rascals,48,https://p.scdn.co/mp3-preview/d3d7eb924a3b9f30a5001761224528e0469878e5?cid=1346ad7fd5d14060af96cc4eaf61e382,0.577,0.642,9,-5.057,1,0.043,0.357,0.000151,0.154,0.671,156.607
2250,32DspJXRL1U3c9RwOhRJZE,C'est La Vie,Surfaces,59,https://p.scdn.co/mp3-preview/f1c37f0d5bd4d02389ac2ceb9eaf2f9afd71b7f9?cid=1346ad7fd5d14060af96cc4eaf61e382,0.761,0.566,9,-7.923,1,0.0397,0.18,0.0,0.207,0.631,108.01
2251,1oyYDQSd9QL06uwYw5F6vx,C'est La Vie,The Killers,37,https://p.scdn.co/mp3-preview/2f754e9ed8a12176de63a81fddfaac89b55d6ffc?cid=1346ad7fd5d14060af96cc4eaf61e382,0.67,0.644,2,-6.72,1,0.0269,0.0187,0.000605,0.173,0.846,130.054
2252,0cgy8EueqwMuYzOZrW5vPB,C'est La Vie (with bbno$ & Rich Brian),Yung Gravy,73,https://p.scdn.co/mp3-preview/b23fb965285b7903f96ec298ba675d4dfda9a178?cid=1346ad7fd5d14060af96cc4eaf61e382,0.888,0.778,9,-3.671,1,0.0945,0.0566,0.0,0.0653,0.774,142.128
2253,109y2iYl9cRHNR4rPzox1q,C'mere!,iayze,51,https://p.scdn.co/mp3-preview/37bb1d80fb2053af2756a3ffc638d1d68cef4c1d?cid=1346ad7fd5d14060af96cc4eaf61e382,0.629,0.547,1,-8.584,1,0.0405,0.0713,0.00646,0.112,0.0649,139.917
2256,4P04T22VRDMfG7Yk0SMMxP,Cabin Fever,Jaden,48,https://p.scdn.co/mp3-preview/4d816ecb7f02601395c24933de2bb61ab49d8858?cid=1346ad7fd5d14060af96cc4eaf61e382,0.729,0.874,2,-5.585,1,0.0324,0.134,0.00011,0.198,0.917,123.001
2257,5BE9B2FiFWBbBdoIQ1m1UP,Cada Quien,Grupo Firme,74,https://p.scdn.co/mp3-preview/b47d2b2ca69b53efa269fef8d3dfb1baddb71a22?cid=1346ad7fd5d14060af96cc4eaf61e382,0.707,0.833,3,-2.498,1,0.0517,0.137,0.0,0.115,0.788,110.062
2258,0kTQcDTWmeSKp2EOHLK7AY,Caddy,SSGKobe,50,https://p.scdn.co/mp3-preview/2750c28ea684bcd1e062b0d00e8716b73e0ccdae?cid=1346ad7fd5d14060af96cc4eaf61e382,0.701,0.489,7,-6.835,1,0.103,0.0671,0.0,0.117,0.272,135.945
2259,2NgdqQ5pogR5uWzslnkVpp,Cadillac,Foster The People,38,https://p.scdn.co/mp3-preview/c61cf33ca13b9ab7e684d9e90e3bfd7cdcceae7b?cid=1346ad7fd5d14060af96cc4eaf61e382,0.828,0.481,7,-5.889,0,0.0369,0.0136,0.00383,0.0808,0.389,105.998
2260,5HKOg0RnOWjKZtfoHuoKmM,"Cadillac Drive (feat. Price) [from Insecure: Music From The HBO Original Series, Season 4]",Pink Sweat$,37,https://p.scdn.co/mp3-preview/7301999a7285761ccde69fd1cdcd0d4a504381e1?cid=1346ad7fd5d14060af96cc4eaf61e382,0.655,0.588,6,-7.151,1,0.0886,0.184,8.77e-05,0.144,0.355,140.014
2261,4jcIsQPXUXp866w3lT5AzO,caffeine,brakence,49,https://p.scdn.co/mp3-preview/246ccbc68b597ce808c20d448e8c848e2725936b?cid=1346ad7fd5d14060af96cc4eaf61e382,0.44,0.755,1,-5.982,1,0.413,0.107,0.0,0.0802,0.91,88.907
2262,5vXhgXRIUWMD62onAqA5xy,Café Con Leche,Pitbull,63,https://p.scdn.co/mp3-preview/02c87a4cacd33c091d1ee8e118b369994d4dba58?cid=1346ad7fd5d14060af96cc4eaf61e382,0.916,0.852,4,-2.933,0,0.0876,0.084,0.000166,0.03,0.628,128.04
2263,6zmpq82Tlev82M7BIl5V8b,cages,Maggie Lindemann,53,https://p.scdn.co/mp3-preview/a47943631d3fa830fe609a64b7259b13decd2e57?cid=1346ad7fd5d14060af96cc4eaf61e382,0.576,0.915,5,-3.847,1,0.295,0.033,0.0,0.106,0.469,160.088
2264,6WbAhuwE6fCOriBu5786X1,CAIRO,KAROL G,89,https://p.scdn.co/mp3-preview/f8e04e7f5addb0da4e48e339b594eda78b856168?cid=1346ad7fd5d14060af96cc4eaf61e382,0.951,0.692,5,-4.038,0,0.312,0.472,0.000182,0.0894,0.431,115.047
2265,3WEdMF9YYE4fI7XclTEtUu,Cake,GLDI,31,https://p.scdn.co/mp3-preview/7a89c9903f87f028b8c0817476c1698816780515?cid=1346ad7fd5d14060af96cc4eaf61e382,0.765,0.571,0,-7.145,0,0.0357,0.416,2.61e-06,0.137,0.593,102.994
2266,6fkV0K4g3a8rsRjE7MoC03,Cake,Loren Gray,37,https://p.scdn.co/mp3-preview/eca2f7d108863f11006f66acf9810bdfc1e4612b?cid=1346ad7fd5d14060af96cc4eaf61e382,0.792,0.6,5,-5.867,0,0.0929,0.0704,0.0,0.157,0.671,142.993
2267,5vwODgisxnSPmnUoDKVjW4,Cake,Remi Wolf,46,https://p.scdn.co/mp3-preview/1cd62e83e7cfd49c2534040f5637d7f53cfeed2b?cid=1346ad7fd5d14060af96cc4eaf61e382,0.521,0.697,5,-6.389,0,0.0474,0.00166,0.00483,0.224,0.361,149.905
2268,4osbSeOH68J2vSN4k9uwxm,Calabasas,Leah Kate,21,https://p.scdn.co/mp3-preview/42a2ec4161a02132b13554fe576fd8158c2ffd88?cid=1346ad7fd5d14060af96cc4eaf61e382,0.629,0.703,7,-4.267,1,0.111,0.044,0.0,0.12,0.911,168.855
2269,4TkacaEBA8raWT4LizhONs,Calabasas,SSGKobe,51,https://p.scdn.co/mp3-preview/267987ba1861683d6e4ecc3eca44632b30b0f20c?cid=1346ad7fd5d14060af96cc4eaf61e382,0.687,0.643,1,-8.906,1,0.439,0.201,0.0,0.14,0.739,85.464
2271,6bQgMGR0zwVYYs2WU13PKR,California,Bonny Light Horseman,56,https://p.scdn.co/mp3-preview/ab2a708009cbf93477747351c31a0c719c4c5d6c?cid=1346ad7fd5d14060af96cc4eaf61e382,0.595,0.568,2,-6.251,1,0.0254,0.735,0.0252,0.161,0.396,91.345
2272,2nBKc6tiMagmwJR8P6bXqs,California,CHVRCHES,36,https://p.scdn.co/mp3-preview/78f11fcc1edcfd9355f55aaf4e865241969f66f2?cid=1346ad7fd5d14060af96cc4eaf61e382,0.525,0.888,8,-5.74,1,0.0456,0.000462,0.137,0.231,0.424,101.009
2273,1fE4SgPXL3CifVltWjdcLb,California,Kota the Friend,32,https://p.scdn.co/mp3-preview/f26e5f961e922f7746a956c088d2fdf31a0af4f9?cid=1346ad7fd5d14060af96cc4eaf61e382,0.892,0.693,1,-6.059,0,0.338,0.23,0.0,0.489,0.777,140.012
2274,3Qj2f7BrpJNGj3dbxKpOlp,California (feat. Warren Hue),88rising,62,https://p.scdn.co/mp3-preview/28cfd81abcc5f8d7561368fd5724e7520e56cbca?cid=1346ad7fd5d14060af96cc4eaf61e382,0.743,0.631,7,-5.815,0,0.0302,0.633,0.0,0.0963,0.428,141.955
2275,0TLnTwqXslKsovat4bz0jp,California (from Songland) (feat. Tyga),Usher,50,https://p.scdn.co/mp3-preview/edf22fe93ff6851ea50d9ac7f13b7ed83957932e?cid=1346ad7fd5d14060af96cc4eaf61e382,0.804,0.852,3,-4.079,0,0.0575,0.0219,1.33e-05,0.282,0.752,120.906
2276,6ug9fUi5oLLgQgOF1G8WkM,California Breeze,Lil Baby,80,https://p.scdn.co/mp3-preview/87a27671639ae9ae8aa4b90b096358f4791cb9bc?cid=1346ad7fd5d14060af96cc4eaf61e382,0.738,0.666,5,-6.97,0,0.455,0.00361,0.0,0.107,0.215,161.734
2277,7D0q9XQg10KdlrjdDrrHph,California Dreamin' - Spotify Singles,Omar Apollo,50,https://p.scdn.co/mp3-preview/14973aad5a9c48dfc3e8e6895ad90016b45123ee?cid=1346ad7fd5d14060af96cc4eaf61e382,0.595,0.288,3,-11.17,0,0.0247,0.825,0.121,0.0913,0.345,96.012
2279,1wDBglPaH5ehDDNiNWCHp0,California High,Sure Sure,46,https://p.scdn.co/mp3-preview/54347dd4117bad21ccba8a64a7bafd7403fc3ac1?cid=1346ad7fd5d14060af96cc4eaf61e382,0.76,0.755,7,-5.714,1,0.05,0.256,0.00765,0.0817,0.55,104.655
2281,7jZdaKyarANolzHVosOglg,"California, Pt. I",Godford,34,https://p.scdn.co/mp3-preview/762a1fb139d8ef93e51f148405add6800cc41fd2?cid=1346ad7fd5d14060af96cc4eaf61e382,0.722,0.596,6,-11.639,0,0.0329,0.0799,0.393,0.496,0.647,117.98
2282,1wsmGKR1ySMyRrhhtBeZhy,Californialand,Rook Monroe,41,https://p.scdn.co/mp3-preview/49835ba9898b8a1aa474f1a9659be2ac79053b8e?cid=1346ad7fd5d14060af96cc4eaf61e382,0.775,0.627,7,-5.434,1,0.0417,0.165,0.0,0.437,0.356,125.0
2283,5hR2CzTCqkuKRWFkphBS9M,Californian Soil,London Grammar,45,https://p.scdn.co/mp3-preview/ed8a737e8488f186907ee079fb2fa31f244d9389?cid=1346ad7fd5d14060af96cc4eaf61e382,0.572,0.583,2,-7.407,1,0.0412,0.153,0.000109,0.0977,0.181,84.017
2284,3J2k1thSgkkd3BOZSZPEuW,Californication (Feels Like I'm Falling In Love),Col3trane,36,https://p.scdn.co/mp3-preview/447f773a68d01c7f8abb0c4d052d317b2e25692a?cid=1346ad7fd5d14060af96cc4eaf61e382,0.676,0.773,7,-7.93,1,0.0797,0.0457,0.0539,0.0788,0.299,115.031
2285,2ZEAYbPuXA4g9yl2KV84Na,Call Back,Tala Silva,28,https://p.scdn.co/mp3-preview/723c8f2eba62624e89f0bbc06877109169f6bd50?cid=1346ad7fd5d14060af96cc4eaf61e382,0.695,0.512,6,-7.247,1,0.0535,0.663,0.0,0.209,0.566,89.95
2286,5zpR9iel4xXiZ3HP9owOiL,Call It Like I See It,Big Time Rush,54,https://p.scdn.co/mp3-preview/37e5ed34ec560b7a64ddb6cb05b53442ff806f10?cid=1346ad7fd5d14060af96cc4eaf61e382,0.721,0.778,2,-4.063,0,0.0915,0.0465,0.0,0.605,0.715,105.027
2288,2ZJMzuQIlQ5AC5Id1SFkan,Call Me,Logic,39,https://p.scdn.co/mp3-preview/cf3b8d1e6a6d1ee717e85eafe4af1df08408ed5a?cid=1346ad7fd5d14060af96cc4eaf61e382,0.716,0.609,11,-10.553,0,0.257,0.253,0.00561,0.07,0.687,77.007
2289,5PMp84lVFm0SWEWOx1aQsw,Call Me A Dreamer,Kings Elliot,57,https://p.scdn.co/mp3-preview/58d6d457e21711e8a25e441a63277fa200b1e454?cid=1346ad7fd5d14060af96cc4eaf61e382,0.341,0.328,4,-10.051,1,0.0457,0.733,0.0,0.3,0.319,204.851
2290,3kuHcdkHwdnxSOFrPiHkoj,Call Me A Fool [Feat. Carla Thomas],Valerie June,41,https://p.scdn.co/mp3-preview/f7dee60a91e44f9772f8a0589c2c6cadf2e11b42?cid=1346ad7fd5d14060af96cc4eaf61e382,0.495,0.537,0,-4.959,0,0.0296,0.754,0.0109,0.633,0.171,132.395
2291,5rWFCdMamYwI8czc7Jd0HP,Call Me Anytime,Sports,22,https://p.scdn.co/mp3-preview/c6faf5622b62f8cf660eb16d42f3f2231afb5a88?cid=1346ad7fd5d14060af96cc4eaf61e382,0.519,0.57,8,-5.88,0,0.181,0.138,0.79,0.0823,0.619,109.98
2292,7vVs4XCsQyGn1Au3drvo9Z,Call Me Every Day (feat. Wizkid),Chris Brown,70,https://p.scdn.co/mp3-preview/38f1efa0cdc900ce0e6a15e1e6f5f5ec8fd581b3?cid=1346ad7fd5d14060af96cc4eaf61e382,0.729,0.634,4,-7.194,0,0.175,0.115,1.35e-05,0.0997,0.772,171.862
2294,0MbQ8hUYpo0I2GWueffFEL,Call Me Nobody (feat. Lil Wayne & Isaiah Lyric),Clever,47,https://p.scdn.co/mp3-preview/7fb05a5e4b6fd276fd49adad6314ba9c677272c3?cid=1346ad7fd5d14060af96cc4eaf61e382,0.685,0.573,5,-7.085,0,0.051,0.208,2.11e-06,0.12,0.182,113.876
2295,0FXEr1tdiBcLsnLSG8ol2l,Call Me Papi (feat. Dawty Music),Feder,58,https://p.scdn.co/mp3-preview/57a188a405ffa15406e6b5ad6d8548cc76fd02fd?cid=1346ad7fd5d14060af96cc4eaf61e382,0.868,0.634,4,-6.122,0,0.212,0.0493,0.000383,0.085,0.352,120.949
2296,49VevNdsb5zvMFfZMVrCJi,Call Me Up,JUNG,44,https://p.scdn.co/mp3-preview/3de47ee5c1cc1d8f7f3bb41035a16b1d9c69afa5?cid=1346ad7fd5d14060af96cc4eaf61e382,0.821,0.341,2,-10.086,1,0.124,0.644,0.0,0.356,0.426,92.027
2297,2NsfwWCYICgrd7wH76gtEU,Call Me Up,sophiemarie.b,21,https://p.scdn.co/mp3-preview/887434a5bf5f8a817a2f0635c7f790666330f065?cid=1346ad7fd5d14060af96cc4eaf61e382,0.728,0.155,6,-9.623,1,0.0473,0.852,0.0,0.344,0.351,80.008
2298,7Mg0Rll6wsnsIdMgw1wasg,Call Me Your Ex,Kieran Ivy,21,https://p.scdn.co/mp3-preview/930902d4635348fc8a29e1798aef664099a2e8c7?cid=1346ad7fd5d14060af96cc4eaf61e382,0.876,0.572,2,-5.883,0,0.0317,0.324,0.0,0.231,0.501,120.01
2299,12MinAwnBD9uFK2amDeXty,Call Me Your Hope,Tobias Dray,42,https://p.scdn.co/mp3-preview/31b1a6fdbc6d93d27962a726a15cc4cb14910eeb?cid=1346ad7fd5d14060af96cc4eaf61e382,0.616,0.845,9,-6.072,0,0.185,0.341,8.39e-06,0.121,0.714,162.061
2300,6KVxMOxlSYpC5nrvyWhYhx,Call My Friends,Shawn Mendes,54,https://p.scdn.co/mp3-preview/b2b2e6b743420f88d3615b80a378d71e524e6d78?cid=1346ad7fd5d14060af96cc4eaf61e382,0.53,0.79,7,-5.031,1,0.0344,0.0512,1.07e-06,0.122,0.438,146.09
2301,3RUi4rBDYospTGr92P7Xin,Call My Name,Lukas Graham,51,https://p.scdn.co/mp3-preview/bbfe885c4c5175efe7db48e53ad9fc2cfa0c2ba6?cid=1346ad7fd5d14060af96cc4eaf61e382,0.664,0.396,10,-7.237,1,0.0843,0.187,4.03e-05,0.11,0.36,166.058
2302,6iL8HJz9hm6et1pU9JIvx2,Call My Phone Thinking I'm Doing Nothing Better,The Streets,36,https://p.scdn.co/mp3-preview/f04cb93046914941d999f5c771d4a3914533ce05?cid=1346ad7fd5d14060af96cc4eaf61e382,0.552,0.597,5,-5.662,1,0.373,0.0331,0.0,0.148,0.551,63.305
2303,1m8aLC8QjGPK4ZZPraw7BE,Call On Me,Lehla Samia,43,https://p.scdn.co/mp3-preview/89c333ba498ae4918e4956767cb51f54d4e47680?cid=1346ad7fd5d14060af96cc4eaf61e382,0.635,0.667,10,-5.947,0,0.0419,0.0899,0.0,0.103,0.681,95.924
2304,1gX4wETtMGvOB7u1proVfj,Call On Me,RAYE,61,https://p.scdn.co/mp3-preview/1abd01f82d77b62ca0e836cb5c8138fe2306197a?cid=1346ad7fd5d14060af96cc4eaf61e382,0.582,0.889,0,-4.386,1,0.0491,0.021,0.0,0.687,0.438,121.977
2305,2RO4aPByijQUqBZhYm1apz,Call on me (feat. Ed Sheeran),Vianney,72,https://p.scdn.co/mp3-preview/1c2f23650771a15a29709bbbf5532aedd2fbbcea?cid=1346ad7fd5d14060af96cc4eaf61e382,0.618,0.66,6,-3.202,1,0.0664,0.116,0.0,0.0727,0.572,81.023
2306,3pBv3LfvfPft2TqHleqKHo,Call On Me (feat. Georgia Ku),Sam Feldt,67,https://p.scdn.co/mp3-preview/6dbe9e3f9bd59049fb73b1f89473bb83a22f0586?cid=1346ad7fd5d14060af96cc4eaf61e382,0.662,0.794,6,-4.239,1,0.0533,0.171,0.0,0.0883,0.641,104.951
2307,6jpOvC9iucgAnJm7vwyXm6,Call On Me (with Tove Lo),SG Lewis,61,https://p.scdn.co/mp3-preview/b7931afaf39cd1983442e95822088a6c102f622a?cid=1346ad7fd5d14060af96cc4eaf61e382,0.523,0.908,6,-5.009,0,0.0799,0.00179,0.00543,0.168,0.328,121.0
2309,2hwf6IE0V4MVqw9tbWY9FQ,Call Your Name,Tora-i,48,https://p.scdn.co/mp3-preview/f7a0f1d6681751d63e4e97aed86a0f1d6fc900c5?cid=1346ad7fd5d14060af96cc4eaf61e382,0.603,0.633,5,-4.148,0,0.0334,0.0473,2.8e-05,0.433,0.0894,86.971
2310,7jL2tCE0Xn2tunqWayBkte,Calla Tú,Danna Paola,63,https://p.scdn.co/mp3-preview/4108a9d4cd77f58c22adf1c6c58e43258ce879f5?cid=1346ad7fd5d14060af96cc4eaf61e382,0.784,0.63,6,-4.005,0,0.0322,0.0436,0.00741,0.141,0.281,100.003
2312,3zQwqYVqMOOGddjx1eQsDs,Callin' (feat. Big K.R.I.T. & WESTSIDE BOOGIE),Deante' Hitchcock,40,https://p.scdn.co/mp3-preview/e7a11d1f19946533e3104ff096b12abdc6770d50?cid=1346ad7fd5d14060af96cc4eaf61e382,0.598,0.805,11,-5.846,0,0.406,0.26,0.0,0.107,0.719,148.005
2313,10wq6YHJt1IRPqEkTntFcu,Calling,Verzache,30,https://p.scdn.co/mp3-preview/4baaa25124ce4f4674ff08fcb11bc52e58b7723f?cid=1346ad7fd5d14060af96cc4eaf61e382,0.776,0.548,7,-7.32,1,0.0438,0.361,0.0023,0.282,0.234,100.004
2314,0elt9diH6UsDfMUR55BAx8,Calling All Angels (with Quinn XCII),Chelsea Cutler,46,https://p.scdn.co/mp3-preview/7646ba183566a94d492036a9990cb6ae9f657468?cid=1346ad7fd5d14060af96cc4eaf61e382,0.891,0.39,7,-9.025,1,0.0519,0.232,0.0,0.138,0.367,91.028
2315,4t55SJWoa8HOrgze5V5zJ7,CALLING CALLING…,Young Rog,6,https://p.scdn.co/mp3-preview/5acee432642e91f6d82d36778e4eaca7138e4b59?cid=1346ad7fd5d14060af96cc4eaf61e382,0.762,0.525,0,-6.928,1,0.0305,0.0284,0.0889,0.146,0.1,119.998
2317,5I4VsjWxOqN1nWfUpFZFM3,Calling On Me,Sean Paul,53,https://p.scdn.co/mp3-preview/d433937a30f271fb4c421789adb1eccc37dc31bf?cid=1346ad7fd5d14060af96cc4eaf61e382,0.623,0.891,7,-4.419,0,0.0653,0.016,0.0,0.329,0.641,99.987
2318,5WVWQQpBJqljbZtxo19CxS,Calling U Back,The Marías,58,https://p.scdn.co/mp3-preview/f0d20ed3a86278533da4491fd53250db86ce0079?cid=1346ad7fd5d14060af96cc4eaf61e382,0.731,0.515,0,-7.584,1,0.122,0.385,0.00216,0.236,0.448,116.798
2320,0prHRcmwD2Kk6no5sMovDD,Calm Down,Rema,60,https://p.scdn.co/mp3-preview/f984c2238adf4a538ec5f746b9c7d08519ee6e63?cid=1346ad7fd5d14060af96cc4eaf61e382,0.811,0.781,11,-6.333,1,0.0428,0.376,0.001,0.121,0.824,107.007
2321,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),Rema,95,https://p.scdn.co/mp3-preview/c714a84d5cc3f8f302604068cd104b7af4c4b9d2?cid=1346ad7fd5d14060af96cc4eaf61e382,0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999
2322,6w0hTf98ZNQm5GpfWeuoAk,Cambia el Paso,Jennifer Lopez,61,https://p.scdn.co/mp3-preview/6b8cad60eb3ac7e6c44b31129c8a22bcfe7c8353?cid=1346ad7fd5d14060af96cc4eaf61e382,0.839,0.784,7,-5.208,0,0.0654,0.0628,0.000159,0.0846,0.54,102.006
2323,5dXXmxcrTjwXc4rnrfe6pT,camcorder,whiterosemoxie,16,https://p.scdn.co/mp3-preview/00948d94bb4b81e3260c8242fbc15c4c5cf2dfe5?cid=1346ad7fd5d14060af96cc4eaf61e382,0.664,0.771,10,-4.203,1,0.0438,0.283,0.0,0.0903,0.752,139.906
2324,4SkIdCA9Vp7XXSAlYGtohn,Came In the Scene,Headie One,56,https://p.scdn.co/mp3-preview/adf3e45a3b61b8800e692c77838683e43a12d200?cid=1346ad7fd5d14060af96cc4eaf61e382,0.854,0.508,8,-8.818,1,0.262,0.227,1.33e-05,0.149,0.486,146.137
2325,41CGrgMGCVSpWGZKTKmOLF,Camel Crew,Sports Team,36,https://p.scdn.co/mp3-preview/c7809a9e414f11454f805eeaffc0c7d8a9ba6c98?cid=1346ad7fd5d14060af96cc4eaf61e382,0.579,0.783,4,-3.646,1,0.0404,0.0202,6.05e-05,0.0861,0.486,130.018
2327,3w5P4hS0fBDF6or3DNKQCI,Cameras,Jay Critch,47,https://p.scdn.co/mp3-preview/d80fddacc9bce1e21629a6ad3c5926727e7a6ceb?cid=1346ad7fd5d14060af96cc4eaf61e382,0.837,0.495,2,-6.963,1,0.193,0.0509,0.0,0.1,0.503,89.507
2328,4bAdZEc533RFNAmaOXOI19,Cameras On,AJ Mitchell,31,https://p.scdn.co/mp3-preview/0912268544e7ce0239f1e921485510326dbfd8e3?cid=1346ad7fd5d14060af96cc4eaf61e382,0.648,0.323,8,-9.13,1,0.0316,0.328,0.0,0.129,0.304,106.056
2330,4g5AyrM3i74n1ZF6zFuGeQ,CAMP,Baby Tate,11,https://p.scdn.co/mp3-preview/9cfdba629c7382d1ef86f87aeb3c82ef98de7b94?cid=1346ad7fd5d14060af96cc4eaf61e382,0.827,0.757,5,-7.009,0,0.0593,0.0346,0.000131,0.0766,0.515,141.024
2331,0BVNjqMhsxCioq76mhDUez,Camp Anonymous,Cautious Clay,45,https://p.scdn.co/mp3-preview/7b98380a830f1ed48644f6e7b73228a38cdf0757?cid=1346ad7fd5d14060af96cc4eaf61e382,0.567,0.579,7,-6.371,1,0.0285,0.304,2.28e-06,0.0971,0.503,85.007
2333,0uDdI4fAXCuNhQbmxENdsO,Can I,Kehlani,70,https://p.scdn.co/mp3-preview/c3f8be1d96d0f704cfa2a1853e95c9e3c331533a?cid=1346ad7fd5d14060af96cc4eaf61e382,0.574,0.791,1,-3.752,1,0.11,0.419,0.0,0.0982,0.612,119.537
2334,0t1JabwSpUBQpNMMS3hRWD,Can I Be Real?,Brynn Elliott,15,https://p.scdn.co/mp3-preview/902f1e9a65bce844e345a5a21eb0449c902f53fb?cid=1346ad7fd5d14060af96cc4eaf61e382,0.729,0.571,11,-6.545,1,0.0714,0.216,0.0,0.578,0.665,89.974
2335,6c7wroxmEp5WYElkgq5psf,Can I Be The One?,daydream Masi,25,https://p.scdn.co/mp3-preview/f3fc27fd0b448982eec62f574b6467ca18a2cbfe?cid=1346ad7fd5d14060af96cc4eaf61e382,0.651,0.368,5,-7.586,0,0.0441,0.384,0.000866,0.107,0.36,102.017
2336,3pYB28IRzhtR5cHXLINchp,Can I Believe You,Fleet Foxes,60,https://p.scdn.co/mp3-preview/4ed8cf116d82a74d6b5ddcea08d9a3fd208f1316?cid=1346ad7fd5d14060af96cc4eaf61e382,0.514,0.755,11,-8.455,1,0.03,0.354,0.0664,0.144,0.599,77.415
2337,3bWubl9oMzs5Z1n5KZXSSz,can I call you back?,shy martin,57,https://p.scdn.co/mp3-preview/85c4e90a38135a51e9bfa6d1bef0d0190c828181?cid=1346ad7fd5d14060af96cc4eaf61e382,0.647,0.319,9,-9.987,1,0.0367,0.827,0.0,0.133,0.267,126.243
2338,4bALqtsEkSKqfiUc2CteWJ,Can I Fall in Love with a Broken Heart,Joshua Speers,15,https://p.scdn.co/mp3-preview/53c9b5af3292f760ca5e14ece34ae21826a9eb64?cid=1346ad7fd5d14060af96cc4eaf61e382,0.647,0.21,7,-16.812,1,0.0462,0.736,0.00186,0.457,0.359,87.684
2339,6w8ZPYdnGajyfPddTWdthN,Can I Get It,Adele,73,https://p.scdn.co/mp3-preview/fda5ac2180a6af8e30915ea616a6feb6cf551418?cid=1346ad7fd5d14060af96cc4eaf61e382,0.703,0.68,9,-6.118,0,0.0431,0.0171,0.0,0.178,0.536,97.985
2340,0UXVzMwq0mLbV46EJf1naE,Can I Leave Me Too?,The Greeting Committee,24,https://p.scdn.co/mp3-preview/b69c046d1fc0780197586164df119f47e3e3d8f3?cid=1346ad7fd5d14060af96cc4eaf61e382,0.447,0.771,8,-4.693,1,0.0455,0.15,0.00117,0.608,0.27,119.923
2341,20U1I32q6kX0Nmy4u8CvUg,Can I Live,JAY-Z,46,https://p.scdn.co/mp3-preview/c876fc36eeadee3478acc6ea63c553eb16f6757a?cid=1346ad7fd5d14060af96cc4eaf61e382,0.624,0.692,9,-12.365,1,0.433,0.0818,0.0,0.161,0.576,76.44
2343,0dQ5ByUHcI2ngYfUhCqNLP,Can We Be Friends?,KIRBY,32,https://p.scdn.co/mp3-preview/16256bc9992962ec015677a31c7c3507734ab6ae?cid=1346ad7fd5d14060af96cc4eaf61e382,0.618,0.383,9,-8.519,1,0.0697,0.387,1.55e-05,0.0987,0.297,65.525
2345,52VXLQTSzgIGjwFMx3ty3U,Can you,박혜진 Park Hye Jin,29,https://p.scdn.co/mp3-preview/f46fff7759280f8238f5842abbea658feca9c18d?cid=1346ad7fd5d14060af96cc4eaf61e382,0.827,0.815,11,-9.536,0,0.156,0.387,0.721,0.0926,0.188,139.994
2346,1fjygBqOg8E1t6RnYu5GIC,Can You Afford to Be An Individual?,Nothing But Thieves,53,https://p.scdn.co/mp3-preview/1d5358a22ef3d79b98d3850bb953ea95b23f9dc1?cid=1346ad7fd5d14060af96cc4eaf61e382,0.515,0.859,11,-6.103,0,0.303,0.0117,0.0227,0.127,0.605,150.067
2347,3sP6EGqcYVmDy9UBStCnRR,Can You Afford To Lose Me?,Holly Humberstone,58,https://p.scdn.co/mp3-preview/8a82ecd12744b01e3eaa21a2c0ca427ff84500e7?cid=1346ad7fd5d14060af96cc4eaf61e382,0.394,0.337,9,-10.636,1,0.0586,0.832,9.8e-06,0.0902,0.275,129.381
2349,7GKMstqz3UYkFvlX93qCyz,Can You Handle My Love??,WALK THE MOON,49,https://p.scdn.co/mp3-preview/186df4be1f89d0bb6245842ae4913056454075b3?cid=1346ad7fd5d14060af96cc4eaf61e382,0.689,0.863,9,-5.962,1,0.0348,0.0373,1.55e-05,0.0958,0.576,105.044
2352,2rM4g5n1YwiMNz5QX6zFmb,Can You Hear Me? (feat. T-Pain),Omarion,40,https://p.scdn.co/mp3-preview/a39013c54af997d71719d12a109974c73a01eac8?cid=1346ad7fd5d14060af96cc4eaf61e382,0.768,0.705,0,-5.053,1,0.0801,0.0696,0.0,0.199,0.767,140.04
2353,72D79mMBu1fs0DbnUU7Ecq,Can You Help Me,$NOT,52,https://p.scdn.co/mp3-preview/74c607c98a08f039930833eb645572f206c2315b?cid=1346ad7fd5d14060af96cc4eaf61e382,0.673,0.477,10,-8.258,1,0.0705,0.538,0.339,0.135,0.509,179.934
2354,38ZK4BFDqxUrEsjuC6DA5X,Can You Love Me Tonight?,KAIRO,48,https://p.scdn.co/mp3-preview/4147eb702f024807a12f256f5eb6e29e5d7d5436?cid=1346ad7fd5d14060af96cc4eaf61e382,0.727,0.644,8,-5.348,0,0.0328,0.0924,1.69e-06,0.184,0.934,124.01
